age,workclass,education,maritalstatus,occupation,relationship,race,sex,hoursperweek,country,income
31-50,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,80,United-States,MoreThan50K
31-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,England,MoreThan50K
31-50,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,45,United-States,LessThan50K
31-50,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,50,United-States,MoreThan50K
31-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,MoreThan50K
31-50,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Female,35,United-States,LessThan50K
31-50,Private,Some-college,Never-married,Exec-managerial,Not-in-family,Black,Male,40,Jamaica,LessThan50K
31-50,Private,Some-college,Divorced,Sales,Not-in-family,White,Female,55,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Other-service,Unmarried,Black,Female,13,United-States,LessThan50K
31-50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,Italy,LessThan50K
31-50,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States,MoreThan50K
31-50,State-gov,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,38,United-States,LessThan50K
31-50,Self-emp-not-inc,Assoc-acdm,Never-married,Sales,Not-in-family,White,Male,80,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Transport-moving,Own-child,White,Male,72,Mexico,LessThan50K
31-50,Private,HS-grad,Married-spouse-absent,Other-service,Unmarried,White,Female,18-21,United-States,LessThan50K
31-50,Private,Bachelors,Separated,Prof-specialty,Unmarried,White,Female,32,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Some-college,Divorced,Machine-op-inspct,Unmarried,White,Male,45,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,40,?,LessThan50K
31-50,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Female,18-21,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,5th-6th,Married-civ-spouse,Other-service,Husband,White,Male,40,Mexico,LessThan50K
31-50,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Other,Male,40,United-States,LessThan50K
31-50,Private,Assoc-voc,Divorced,Craft-repair,Own-child,White,Male,46,United-States,LessThan50K
31-50,Private,11th,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,United-States,LessThan50K
31-50,Private,Bachelors,Never-married,Craft-repair,Own-child,White,Male,40,United-States,LessThan50K
31-50,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Farming-fishing,Wife,White,Female,40,United-States,LessThan50K
31-50,Private,Some-college,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,Iran,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
31-50,Self-emp-not-inc,HS-grad,Separated,Sales,Not-in-family,White,Male,50,United-States,LessThan50K
31-50,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Other,Male,40,Ecuador,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,LessThan50K
31-50,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,LessThan50K
31-50,State-gov,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,18-21,United-States,LessThan50K
31-50,Private,11th,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,United-States,LessThan50K
31-50,?,11th,Divorced,?,Not-in-family,White,Female,49,United-States,LessThan50K
31-50,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Female,40,United-States,LessThan50K
31-50,Private,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Some-college,Divorced,Handlers-cleaners,Unmarried,Black,Male,40,Nicaragua,LessThan50K
31-50,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,HS-grad,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,Female,40,United-States,LessThan50K
31-50,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,42,United-States,LessThan50K
31-50,Private,10th,Never-married,Machine-op-inspct,Own-child,White,Male,40,Mexico,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,48,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,37,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,35,United-States,LessThan50K
31-50,Private,Some-college,Divorced,Sales,Own-child,White,Male,30,United-States,LessThan50K
31-50,Federal-gov,Assoc-acdm,Divorced,Protective-serv,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Private,Prof-school,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,MoreThan50K
31-50,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,42,United-States,LessThan50K
31-50,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,LessThan50K
31-50,Private,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,80,United-States,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,50,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,Black,Female,18-21,United-States,LessThan50K
31-50,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,60,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Other-service,Wife,White,Female,36,Puerto-Rico,LessThan50K
31-50,State-gov,7th-8th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,18-21,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,90,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,40,United-States,LessThan50K
31-50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Prof-school,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,50,United-States,MoreThan50K
31-50,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,MoreThan50K
31-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,MoreThan50K
31-50,Private,Some-college,Never-married,Sales,Other-relative,White,Female,40,United-States,LessThan50K
31-50,Private,Assoc-voc,Never-married,Exec-managerial,Not-in-family,Black,Female,35,England,LessThan50K
31-50,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,60,United-States,LessThan50K
31-50,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
31-50,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,LessThan50K
31-50,Self-emp-not-inc,Assoc-voc,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,MoreThan50K
31-50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,LessThan50K
31-50,Private,HS-grad,Divorced,Craft-repair,Own-child,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,54,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,46,Dominican-Republic,LessThan50K
31-50,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,40,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,38,United-States,LessThan50K
31-50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,8,United-States,MoreThan50K
31-50,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,LessThan50K
31-50,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,40,?,LessThan50K
31-50,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,38,United-States,LessThan50K
31-50,Private,Some-college,Never-married,Sales,Own-child,White,Male,35,United-States,LessThan50K
31-50,Private,12th,Married-civ-spouse,Craft-repair,Other-relative,White,Male,40,Mexico,LessThan50K
31-50,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Masters,Married-civ-spouse,Sales,Wife,White,Female,45,United-States,MoreThan50K
31-50,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,45,United-States,LessThan50K
31-50,Self-emp-inc,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,70,Cuba,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,MoreThan50K
31-50,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,MoreThan50K
31-50,Self-emp-inc,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Male,77,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,LessThan50K
31-50,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,40,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,MoreThan50K
31-50,Private,HS-grad,Divorced,Adm-clerical,Own-child,Asian-Pac-Islander,Female,40,United-States,LessThan50K
31-50,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,LessThan50K
31-50,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,MoreThan50K
31-50,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,MoreThan50K
31-50,Private,Assoc-voc,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Female,40,United-States,LessThan50K
31-50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,MoreThan50K
31-50,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,MoreThan50K
31-50,Local-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,45,United-States,LessThan50K
31-50,Private,Preschool,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,40,Cambodia,LessThan50K
31-50,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,United-States,MoreThan50K
31-50,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,42,United-States,MoreThan50K
31-50,?,Assoc-acdm,Never-married,?,Unmarried,White,Male,18-21,United-States,LessThan50K
31-50,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,LessThan50K
31-50,Private,HS-grad,Divorced,Other-service,Own-child,White,Female,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,18-21,United-States,LessThan50K
31-50,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,LessThan50K
31-50,Private,HS-grad,Divorced,Sales,Unmarried,Black,Female,30,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,47,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,40,United-States,LessThan50K
31-50,Private,11th,Never-married,Priv-house-serv,Unmarried,Black,Female,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Assoc-voc,Divorced,Exec-managerial,Not-in-family,White,Female,50,United-States,LessThan50K
31-50,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,35,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Tech-support,Wife,White,Female,36,United-States,LessThan50K
31-50,Federal-gov,HS-grad,Separated,Machine-op-inspct,Not-in-family,Black,Male,46,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,12th,Divorced,Protective-serv,Own-child,White,Male,54,Mexico,LessThan50K
31-50,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Ireland,MoreThan50K
31-50,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,MoreThan50K
31-50,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Divorced,Adm-clerical,Other-relative,White,Female,40,United-States,LessThan50K
31-50,Federal-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,White,Male,50,United-States,LessThan50K
31-50,Private,Some-college,Never-married,Craft-repair,Unmarried,White,Male,40,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,MoreThan50K
31-50,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Private,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,MoreThan50K
31-50,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Female,35,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,1st-4th,Never-married,Farming-fishing,Not-in-family,Other,Male,50,Mexico,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,MoreThan50K
31-50,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Sales,Husband,Black,Male,65,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Bachelors,Never-married,Exec-managerial,Unmarried,White,Female,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Wife,Black,Female,40,United-States,LessThan50K
31-50,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,40,Mexico,LessThan50K
31-50,Private,Assoc-voc,Divorced,Other-service,Unmarried,White,Female,40,United-States,LessThan50K
